"College","Location","Country","Intake","Course","Fees per year","Duration of course","Plustwo","IELTS(9)","TOEFL(120)","PTE(90)","Accomodation","Scholarship","Internship&placement","Partime job","Stayback","Higher studies possible"
"University of Bedfordshire","Luton","UK","Jan","Biology with Psychology BSc ","INR 14.33L","3 yrs","55%","6","","","INR 5.49L","Yes(Max upto 1.1L)","Yes","Yes","Yes","Yes"
"Cardiff Metropolitan University","Cardiff","UK","Jan","Robotics Engineering - BEng","INR 15.40L","3 yrs","60%","6","","","","Yes(Max upto 1.1L)","Yes","Yes","Yes","Yes"
"Cardiff Metropolitan University","Cardiff","UK","Jan","Electronic and Computer Systems Engineering - Beng","INR 15.40L","3 yrs","60%","6","","","","Yes(Max upto 1.1L)","Yes","Yes","Yes","Yes"
"Cardiff Metropolitan University","Cardiff","UK","Jan","Architecture - BA (Hons)","INR 15.40L","3 yrs","60%","6","","","","Yes(Max upto 1.1L)","Yes","Yes","Yes","Yes"
"Cardiff Metropolitan University","Cardiff","UK","Jan","Aviation Management - BA (Hons)","INR 15.40L","3 yrs","60%","6","","","","Yes(Max upto 1.1L)","Yes","Yes","Yes","Yes"
"Cardiff Metropolitan University","Cardiff","UK","Jan","Computer Science - BSc (Hons) Degree","INR 15.93L","3 yrs","60%","6","","56","INR 6.22L","Yes(Max upto 1.1L)","Yes","Yes","Yes","Yes"
"Cardiff Metropolitan University","Cardiff","UK","Jan","Dental Technology - BSc ","INR 15.40L","3 yrs","60%","6","","","","Yes(Max upto 1.1L)","Yes","Yes","Yes","Yes"
"Cardiff Metropolitan University","Cardiff","UK","Jan","LLB (Hons)","INR 15.40L","3 yrs","60%","6","","","","Yes(Max upto 1.1L)","Yes","Yes","Yes","Yes"
"Cardiff Metropolitan University","Cardiff","UK","Jan","International Business Management - BA (Hons)","INR 16.99L","3 yrs","60%","6","","","INR 6.25L","Yes(Max upto 1.1L)","Yes","Yes","Yes","Yes"
"Cardiff Metropolitan University","Cardiff","UK","Jan","Economics - BSc (Hons)","INR 15.40L","3 yrs","60%","6","","","","Yes(Max upto 1.1L)","Yes","Yes","Yes","Yes"
"Edge Hill University","Ormskirk","UK","Jan","BSc (Hons) Computing","INR 12.29L","3 yrs","60%","6","","","INR 4.46L","No","No","Yes","Yes","Yes"
"Edge Hill University","Ormskirk","UK","Jan","BSc (Hons) Biology","INR 12.74L","3 yrs","60%","6","","","INR 12.68L","No","Yes","Yes","Yes","Yes"
"Edge Hill University","Ormskirk","UK","Jan","BSc (Hons) Business and Management","INR 12.74L","3 yrs","60%","6","","","INR 4.76L","No","Yes","Yes","Yes","Yes"
"Edge Hill University","Ormskirk","UK","Jan","BA (Hons) Criminiology with Law","INR 11.84L","3 yrs","60%","6","","54","","No","Yes","Yes","Yes","Yes"
"University of Gloucestershire","Cheltenham","UK","Jan","Computer Science BSc (Hons)","INR 15.61L","3 yrs","65%","6","","56","INR 6.05L","No","Yes","Yes","Yes","Yes"
"University of Gloucestershire","Cheltenham","UK","Jan","Applied Artificial Intelligence BSc ","INR 15.61L","3 yrs","65%","6","","56","INR 6.21L","No","Yes","Yes","Yes","Yes"
"University of Gloucestershire","Cheltenham","UK","Jan","Mechatronics Engineering BEng ","INR 15.61L","3 yrs","65%","6","","56","INR 6.05L","No","Yes","Yes","Yes","Yes"
"University of Gloucestershire","Cheltenham","UK","Jan","BEng (Hons) Electrical and Electronics Engineering with Placement Year","INR 15.61L","3 yrs","65%","6","","56","","No","Yes","Yes","Yes","Yes"
"University of Gloucestershire","Cheltenham","UK","Jan","Physiotherapy BSc","INR 16.40L","3 yrs","65%","7","","","","No","Yes","Yes","Yes","Yes"
"University of Gloucestershire","Cheltenham","UK","Jan","Paramedic Science BSc","INR 16.40L","3 yrs","65%","7","","","","No","Yes","Yes","Yes","Yes"
"University of Gloucestershire","Cheltenham","UK","Jan","BSc (Hons) Psychology","INR 17.63L","3 yrs","65%","6","","","INR 7.64L","No","Yes","Yes","Yes","Yes"
"University of Gloucestershire","Cheltenham","UK","Jan","Criminology and PsychologyBSc","INR 16.40L","3 yrs","65%","6","","","","No","Yes","Yes","Yes","Yes"
"University of Gloucestershire","Cheltenham","UK","Jan","BA (Hons) Business and Management","INR 17.63L","3 yrs","65%","6","","56","INR 8.35L","No","Yes","Yes","Yes","Yes"
"University of Gloucestershire","Cheltenham","UK","Jan","Law (Individual Rights)LLB (Hons)","INR 16.40L","3 yrs","65%","6","","","","No","Yes","Yes","Yes","Yes"
"University of West London","London","UK","Jan","BEng (Hons) in Civil and Environmental Engineering","INR 17.25L","3 yrs","65%","6","","51","INR 12.47L","Yes(Max upto 5.6L)","Yes","Yes","Yes","Yes"
"University of West London","London","UK","Jan","B.Sc (Hons) in Computer Science","INR 17.25L","3 yrs","65%","6","","51","INR 12.47L","Yes(Max upto 5.6L)","Yes","Yes","Yes","Yes"
"University of West London","London","UK","Jan","BA International Business Management","INR 17.25L","3 yrs","65%","6","","51","INR 12.47L","Yes(Max upto 5.6L)","Yes","Yes","Yes","Yes"
"University of West London","London","UK","Jan","BA(Hons) English and Media and Communications","INR 17.25L","3 yrs","65%","6","","51","INR 12.47L","Yes(Max upto 5.6L)","Yes","Yes","Yes","Yes"
"University of West London","London","UK","Jan","LLB (Hons) Law","INR 17.25L","3 yrs","65%","6","","51","INR 12.47L","Yes(Max upto 2.7L)","Yes","Yes","Yes","Yes"
"University of South Wales","Pontypridd","UK","Jan","BEng (Hons) Civil Engineering","INR 16.20L","3 yrs","60%","6","","","INR 5.03L","Yes(Max upto 2.7L)","Yes","Yes","Yes","Yes"
"University of South Wales","Pontypridd","UK","Jan","BEng (Hons) Mechanical Engineering","INR 16.20L","3 yrs","60%","6","","","INR 5.03L","Yes(Max upto 2.7L)","Yes","Yes","Yes","Yes"
"University of South Wales","Pontypridd","UK","Jan","BEng(Hons) Electrical and Electronic Engineering","INR 14.33L","3 yrs","60%","6","","","INR 4.73L","Yes(Max upto 2.7L)","Yes","Yes","Yes","Yes"
"University of South Wales","Pontypridd","UK","Jan","BSc (Hons) Computer Science","INR 16.20L","3 yrs","60%","6","","","INR 5.03L","Yes(Max upto 2.7L)","Yes","Yes","Yes","Yes"
"University of South Wales","Pontypridd","UK","Jan","BA (Hons) Business and Accounting","INR 13.38L","3 yrs","60%","6","","","INR 4.73L","Yes(Max upto 2.7L)","Yes","Yes","Yes","Yes"
"University of South Wales","Pontypridd","UK","Jan","Bachelor of Nursing","INR 12.61L","3 yrs","60%","6","","","INR 4.73L","Yes(Max upto 2.7L)","Yes","Yes","Yes","Yes"
"University of Sunderland","Sunderland","UK","Sep","Mechanical Engineering BEng (Hons)","INR 13.27L","3 yrs","60%","6","","56","INR 4.08L","No","Yes","Yes","Yes","Yes"
"University of Sunderland","Sunderland","UK","Sep","BSc (Hons) Computer Science","INR 16.99L","3 yrs","65%","6","","56","INR 4.53L","No","Yes","Yes","Yes","Yes"
"University of Sunderland","Sunderland","UK","Sep","Electronic and Electrical Engineering BEng","INR 16.99L","3 yrs","65%","6","","56","INR 4.53L","No","Yes","Yes","Yes","Yes"
"University of Sunderland","Sunderland","UK","Sep","BA (Hons) Business and Financial Management","INR 16.99L","3 yrs","65%","6","","56","INR 4.53L","No","Yes","Yes","Yes","Yes"
"University of Sunderland","Sunderland","UK","Sep","BSc (Hons) Psychology","INR 17.52L","3 yrs","65%","6","","59","INR 5.34L","No","Yes","Yes","Yes","Yes"
"University of Sunderland","Sunderland","UK","Sep","BSc (Hons) Biopharmaceutical Science","INR 17.52L","3 yrs","65%","6","","59","INR 5.34L","No","Yes","Yes","Yes","Yes"
"University of Sunderland","Sunderland","UK","Sep","BSc (Hons) Nursing","INR 16.99L","3 yrs","65%","6","","59","INR 4.62L","No","Yes","Yes","Yes","Yes"
"University of Sunderland","Sunderland","UK","Sep","International Tourism and Hospitality Management BSc","INR 16.99L","3 yrs","65%","6","","56","INR 4.53L","No","Yes","Yes","Yes","Yes"
"Canterbury Christ Church University","Canterbury","UK","Sep","BSc Computer Science","INR 16.46L","3 yrs","60%","6","","","INR 5.96L","No","Yes","Yes","Yes","Yes"
"Canterbury Christ Church University","Canterbury","UK","Sep","BEng Mechanical Engineering","INR 16.46L","3 yrs","60%","6","","","INR 5.96L","No","Yes","Yes","Yes","Yes"
"Canterbury Christ Church University","Canterbury","UK","Sep","BEng Biomedical Engineering","INR 16.46L","3 yrs","60%","6","","","INR 5.96L","No","Yes","Yes","Yes","Yes"
"Canterbury Christ Church University","Canterbury","UK","Sep","BSc Psychology","INR 15.40L","3 yrs","60%","6","","46","INR 5.35L","No","Yes","Yes","Yes","Yes"
"Canterbury Christ Church University","Canterbury","UK","Sep","BSc Business Management","INR 16.46L","3 yrs","60%","6","","","INR 5.96L","No","Yes","Yes","Yes","Yes"
"University of Northampton","Northampton","UK","Sep","BSc (Hons) in Computer Science","INR 16.66L","3 yrs","60%","6","","","","Yes","Yes","Yes","Yes","Yes"
"University of Northampton","Northampton","UK","Sep","Electrical and Electronic Engineering BEng ","INR 13.80L","3 yrs","60%","6","","65","INR 6.11L","No","Yes","Yes","Yes","Yes"
"University of Northampton","Northampton","UK","Sep","Mechanical Engineering BEng","INR 16.14L","3 yrs","60%","6","","65","INR 7.51L","No","Yes","Yes","Yes","Yes"
"University of Northampton","Northampton","UK","Sep","BSc (Hons) in Artificial Intelligence and Data Science","INR 15.66L","3 yrs","60%","6","","","","Yes","Yes","Yes","Yes","Yes"
"University of Northampton","Northampton","UK","Sep","Psychology BSc (Hons)","INR 16.14L","3 yrs","60%","6","","56","INR 7.51L","Yes","Yes","Yes","Yes","Yes"
"University of Northampton","Northampton","UK","Sep","BSc (Hons) in Biological Sciences","INR 15.66L","3 yrs","60%","6","","","","Yes","Yes","Yes","Yes","Yes"
"University of Northampton","Northampton","UK","Sep","BSc (Hons) in Biochemistry","INR 15.66L","3 yrs","60%","6","","","","Yes","Yes","Yes","Yes","Yes"
"University of Northampton","Northampton","UK","Sep","BA (Hons) in Business Management","INR 15.66L","3 yrs","60%","6","","","","Yes","Yes","Yes","Yes","Yes"
"University of Winchester","Winchester","UK","Jan","BSc (Hons) Psychology","INR 12.32L","3 yrs","70%","6","","","INR 7.06L","No","No","No","No","No"
"University of Chester","Chester","UK","Sep","B.Eng in Electrical and Electronic Engineering","INR 14.28L","3 yrs","65%","6","","61","INR 7.45L","Yes","Yes","Yes","Yes","Yes"
"University of Chester","Chester","UK","Sep","B.Eng in Chemical Engineering","INR 14.28L","3 yrs","65%","6","","61","INR 7.45L","Yes","Yes","Yes","Yes","Yes"
"University of Chester","Chester","UK","Sep","Microbiology BSc (Hons)","INR 13.75L","3 yrs","65%","6","","61","","Yes","Yes","Yes","Yes","Yes"
"University of Chester","Chester","UK","Sep","BSc (Hons) of Psychology","INR 15.35L","3 yrs","65%","6","","61","INR 8.61L","Yes","Yes","Yes","Yes","Yes"
"University of Chester","Chester","UK","Sep","B.Sc (Hons) in Biomedical Science","INR 15.35L","3 yrs","65%","6","","61","INR 8.61L","Yes","Yes","Yes","Yes","Yes"
"University of Chester","Chester","UK","Sep","BSc (Hons) in Accounting and Finance","INR 14.81L","3 yrs","70%","6","","61","INR 9.86L","Yes","Yes","Yes","Yes","Yes"
"University for the Creative Arts","Farnham","UK","Sep","BSc (Hons) Computer Science","INR 18.58L","3 yrs","60%","6","","56","INR 5.96L","Yes(Max upto 3.1L)","Yes","Yes","Yes","Yes"
"University for the Creative Arts","Farnham","UK","Sep","BA/BSc (Hons) Business Management","INR 18.58L","3 yrs","60%","6","","59","INR 7.10L","Yes(Max upto 3.1L)","Yes","Yes","Yes","Yes"
"University for the Creative Arts","Farnham","UK","Sep","BA/BSc (Hons) in Digital Marketing & Social Media","INR 18.58L","3 yrs","60%","6","","56","INR 7.40L","Yes(Max upto 3.1L)","Yes","Yes","Yes","Yes"
"University for the Creative Arts","Farnham","UK","Sep","BSc (Hons) in Architectural Technology","INR 18.58L","3 yrs","60%","6","","56","INR 6.97L","Yes(Max upto 3.1L)","Yes","Yes","Yes","Yes"
"University for the Creative Arts","Farnham","UK","Sep","BA (Hons) in Journalism and Communication","INR 18.58L","3 yrs","60%","6","","56","","Yes(Max upto 3.1L)","Yes","Yes","Yes","Yes"
"Abertay University","Dundee","UK","Sep","BEng Civil and Environmental Engineering","INR 14.87L","3 yrs","60%","6","","54","","No","Yes","Yes","Yes","Yes"
"Abertay University","Dundee","UK","Sep","BSc (Hons) Computer Science","INR 16.46L","3 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"Abertay University","Dundee","UK","Sep","BSc (Hons) Psychology","INR 14.87L","3 yrs","60%","6","","54","","No","Yes","Yes","Yes","Yes"
"Abertay University","Dundee","UK","Sep","BSc in Biomedical Science","INR 15.93L","3 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"Abertay University","Dundee","UK","Sep","BSc (Hons) Forensic Sciences","INR 15.93L","4 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"Abertay University","Dundee","UK","Sep","BA (Hons)Accounting and Finance","INR 15.93L","4 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"Abertay University","Dundee","UK","Sep","BA (Hons) Business Management","INR 14.87L","4 yrs","60%","6","","54","","No","Yes","Yes","Yes","Yes"
"Solent University","Southampton","UK","Sep","BEng (Hons) Mechanical Engineering","INR 17.12L","3 yrs","50%","6","","","INR 8.00L","No","Yes","Yes","Yes","Yes"
"Solent University","Southampton","UK","Sep","BEng (Hons) Electronic Engineering","INR 11.68L","3 yrs","70%","6","","","INR 3.00L","No","Yes","Yes","Yes","Yes"
"Solent University","Southampton","UK","Sep","BSc (Hons) Computer Science","INR 18.85L","3 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"Solent University","Southampton","UK","Sep","BSc (Hons) Biomedical Science","INR 18.85L","3 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"Solent University","Southampton","UK","Sep","BSc (Hons) Psychology","INR 18.85L","3 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"Solent University","Southampton","UK","Sep","BA (Hons) Business Management","INR 11.68L","3 yrs","70%","6","","","INR 3.01L","No","Yes","Yes","Yes","Yes"
"Solent University","Southampton","UK","Sep","BSc (Hons) Accountancy and Finance","INR 18.85L","3 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"Liverpool Hope University","Liverpool","UK","Sep","BSc (Hons) in Software Engineering","INR 13.27L","3 yrs","75%","6","","51","INR 4.41L","No","Yes","Yes","Yes","Yes"
"Liverpool Hope University","Liverpool","UK","Sep","BSc Human Biology","INR 12.10L","3 yrs","75%","6","","51","INR 9.88L","No","Yes","Yes","Yes","Yes"
"Liverpool Hope University","Liverpool","UK","Sep","BA (Hons) Business Management","INR 13.27L","3 yrs","75%","6","","51","INR 4.95L","No","Yes","Yes","Yes","Yes"
"York St John University","York","UK","Sep","Computer Science BSc (Hons)","INR 10.62L","3 yrs","60%","6","","52","INR 5.04L","No","Yes","Yes","Yes","Yes"
"York St John University","York","UK","Sep","BSc (Hons) Cyber Security","INR 15.61L","3 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"York St John University","York","UK","Sep","BSc (Hons) in Biomedical Science","INR 15.61L","3 yrs","60%","6","","59","INR 6.85L","No","Yes","Yes","Yes","Yes"
"York St John University","York","UK","Sep","BSc (Hons) Forensic Psychology","INR 15.61L","3 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"York St John University","York","UK","Sep","BSc (Hons) Psychology","INR 15.61L","3 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"York St John University","York","UK","Sep","BSc (Hons) Geography","INR 12.85L","3 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"York St John University","York","UK","Sep","BA (Hons) International Tourism and Hospitality Management","INR 12.85L","3 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"St Mary's University Twickenham","London","UK","Sep","BSc in Computer Science","INR 17.33L","3 yrs","70%","6","","55","INR 8.95L","No","Yes","Yes","Yes","Yes"
"St Mary's University Twickenham","London","UK","Sep","Psychology BSc (Hons)","INR 15.77L","3 yrs","70%","6","","55","INR 10.34L","Yes(Max upto 3.2L)","Yes","Yes","Yes","Yes"
"St Mary's University Twickenham","London","UK","Sep","Business Management and Marketing BA","INR 17.33L","3 yrs","65%","6","","55","INR 10.49L","Yes(Max upto 3.2L)","Yes","Yes","Yes","Yes"
"Bath Spa University","Bath","UK","Sep","BSc (Hons) Cyber Security","INR 17.75L","3 yrs","65%","6","","","","No","Yes","Yes","Yes","Yes"
"Bath Spa University","Bath","UK","Sep","BSc (Hons) Psychology","INR 15.4L","3 yrs","65%","6","","51","INR 2.89L","Yes(Max upto 2.1L)","Yes","Yes","Yes","Yes"
"Bath Spa University","Bath","UK","Sep","BSc (Hons) Biomedical Science","INR 18.66L","3 yrs","65%","6.5","","51","INR 4.69L","No","Yes","Yes","Yes","Yes"
"Bath Spa University","Bath","UK","Sep","BSc (Hons) Forensic Psychology","INR 15.61L","3 yrs","65%","6","","51","INR 2.89L","Yes(Max upto 2.1L)","Yes","Yes","Yes","Yes"
"Bath Spa University","Bath","UK","Sep","BA (Hons) Business and Management","INR 14.55L","3 yrs","65%","5.5","","51","INR 2.89L","Yes(Max upto 2.1L)","Yes","Yes","Yes","Yes"
"Bath Spa University","Bath","UK","Sep","BSc (Hons) Sociology","INR 14.55L","3 yrs","65%","5.5","","51","INR 2.89L","Yes(Max upto 2.1L)","Yes","Yes","Yes","Yes"
"Bath Spa University","Bath","UK","Sep","BA (Hons) Law and Politics","INR 15.98L","3 yrs","65%","6","","","","No","Yes","Yes","Yes","Yes"
"Ravensbourne University London","London","UK","Sep","BA (Hons) Graphic Design","INR 17.52L","3 yrs","60%","5.5","","42","","No","Yes","Yes","Yes","Yes"
"Ravensbourne University London","London","UK","Sep","BSc (Hons) Cyber Security","INR 17.52L","3 yrs","60%","5.5","","42","","No","Yes","Yes","Yes","Yes"
"Ravensbourne University London","London","UK","Sep","BA/BSc (Hons) Digital Marketing","INR 17.52L","3 yrs","60%","5.5","","42","","No","Yes","Yes","Yes","Yes"
"Ravensbourne University London","London","UK","Sep","BSc (Hons) Business Management","INR 17.52L","3 yrs","60%","5.5","","42","","No","Yes","Yes","Yes","Yes"
"Ravensbourne University London","London","UK","Sep","BA (Hons) Music and Sound Production","INR 18.05L","4 yrs","60%","5.5","","42","","No","Yes","Yes","Yes","Yes"
"Ravensbourne University London","London","UK","Sep","BA (Hons) Architecture","INR 17.52L","3 yrs","60%","5.5","","42","","No","Yes","Yes","Yes","Yes"
"Ravensbourne University London","London","UK","Sep","BSc (Hons) Cloud Computing","INR 17.52L","3 yrs","65%","5.5","","42","","No","Yes","Yes","Yes","Yes"
"Henley Business School","Henley-on-Thames","UK","Sep","BSc in Business and Management ","INR 19.92L","3 yrs","70%","6.5","","59","","No","Yes","Yes","Yes","Yes"
"Henley Business School","Henley-on-Thames","UK","Sep","BSc in Finance","INR 26.01L","3 yrs","70%","6.5","","59","","No","Yes","Yes","Yes","Yes"
"Henley Business School","Henley-on-Thames","UK","Sep","BA in Accounting and Business","INR 23.72L","4 yrs","70%","6.5","","59","","No","Yes","Yes","Yes","Yes"
"Henley Business School","Henley-on-Thames","UK","Sep","BSc in Economics and Finance","INR 26.01L","3 yrs","70%","6.5","","59","","No","Yes","Yes","Yes","Yes"
"Henley Business School","Henley-on-Thames","UK","Sep","BSc in Investment and Finance in Property","INR 22.12L","3 yrs","70%","6.5","","59","","No","Yes","Yes","Yes","Yes"
"Henley Business School","Henley-on-Thames","UK","Sep","BA in Accounting and Management","INR 19.92L","3 yrs","70%","6.5","","59","","No","Yes","Yes","Yes","Yes"
"University College Birmingham","Birmingham","UK","Sep","BSc in Cyber Security","INR 14.87L","3 yrs","65%","6","","43","INR 9.23L","No","Yes","Yes","Yes","Yes"
"University College Birmingham","Birmingham","UK","Sep","BSc (Hons) Nursing","INR 14.87L","3 yrs","65%","6","","43","INR 9.23L","No","Yes","Yes","Yes","Yes"
"University College Birmingham","Birmingham","UK","Sep","Hospitality and Tourism Management BA","INR 14.87L","3 yrs","65%","6","","","INR 9.23L","No","Yes","Yes","Yes","Yes"
"University College Birmingham","Birmingham","UK","Sep","BSc (Hons) Finance and Accounting","INR 14.87L","3 yrs","65%","6","","43","INR 9.23L","No","Yes","Yes","Yes","Yes"
"University College Birmingham","Birmingham","UK","Sep","Aviation and Airport Management BA (Hons)","INR 10.19L","3 yrs","65%","6","","","INR 4.24L","No","Yes","Yes","Yes","Yes"
"University of Bolton","Bolton","UK","Jan","BSc Hons Computer Networks & Security","INR 13.22L","3 yrs","70%","6","","","INR 6.40L","No","Yes","Yes","Yes","Yes"
"University of Bolton","Bolton","UK","Jan","BEng (Hons) Software Engineering","INR 16.94L","3 yrs","60%","6","","","INR 6.40L","No","Yes","Yes","Yes","Yes"
"University of Bolton","Bolton","UK","Jan","BSc (Hons) Artificial Intelligence","INR 16.94L","3 yrs","60%","6","","","INR 6.40L","No","Yes","Yes","Yes","Yes"
"University of Bolton","Bolton","UK","Jan","BEng (Hons) Mechanical Engineering","INR 16.94L","3 yrs","60%","6","","","INR 6.40L","No","Yes","Yes","Yes","Yes"
"University of Bolton","Bolton","UK","Jan","BEng (Hons) Civil Engineering","INR 16.94L","3 yrs ","60%","6","","","INR 6.40L","No","Yes","Yes","Yes","Yes"
"University of Bolton","Bolton","UK","Jan","BEng (Hons) Electrical and Electronic Engineering","INR 16.94L","3 yrs","60%","6","","","INR 6.40L","No","Yes","Yes","Yes","Yes"
"University of Bolton","Bolton","UK","Jan","BEng (Hons) Biomedical Engineering","INR 16.94L","3 yrs","60%","6","","","INR 6.40L","No","Yes","Yes","Yes","Yes"
"University of Bolton","Bolton","UK","Jan","BSc (Hons) Computer Science","INR 16.94L","3 yrs","60%","6","","","INR 6.40L","No","Yes","Yes","Yes","Yes"
"University of Bolton","Bolton","UK","Jan","BA (Hons) Accountancy","INR 16.94L","3 yrs","60%","6","","","INR 6.40L","No","Yes","Yes","Yes","Yes"
"School of Management, University of Bath","Bath","UK","Jan","BSc (Hons) in Accounting and Management","INR 27.29L","3 yrs","80%","7","","69","INR 6.10L","No","Yes","Yes","Yes","Yes"
"Aston Business School","Birmingham","UK","Sep","BSc Business and Management","INR 19.38L","4 yrs","75%","6.5","","63","INR 8.02L","No","Yes","Yes","Yes","Yes"
"Aston Business School","Birmingham","UK","Sep","BSc Business Computing and IT","INR 15.53L","3 yrs","75%","6.5","","63","INR 7.27L","No","Yes","Yes","Yes","Yes"
"Aston Business School","Birmingham","UK","Sep","Business Analytics BSc","INR 18.85L","3 yrs","75%","6.5","","67","","No","Yes","Yes","Yes","Yes"
"Aston Business School","Birmingham","UK","Sep","Mathematics with Economics BSc","INR 22.24L","4 yrs","75%","6.5","","67","","No","Yes","Yes","Yes","Yes"
"Aston Business School","Birmingham","UK","Sep","BSc Finance","INR 19.38L","4 yrs","75%","6.5","","63","INR 8.02L","No","Yes","Yes","Yes","Yes"
"Aston Business School","Birmingham","UK","Sep","Economics and Politics BSc","INR 18.85L","3 yrs","75%","6.5","","67","","No","Yes","Yes","Yes","Yes"
"Aston Business School","Birmingham","UK","Sep","Logistics with Supply Chain Management BSc","INR 18.85L","3 yrs","75%","6.5","","67","","No","Yes","Yes","Yes","Yes"
"University of Liverpool Management School","Liverpool","UK","Jan","Business Economics BA (Hons)","INR 18.80L","3 yrs","75%","6.5","","61","INR 9.61L","No","Yes","Yes","Yes","Yes"
"University of Liverpool Management School","Liverpool","UK","Jan","Finance BSc","INR 18.80L","3 yrs","80%","6.5","","62","INR 9.34L","No","Yes","Yes","Yes","Yes"
"University of Liverpool Management School","Liverpool","UK","Jan","International Business BA","INR 18.80L","3 yrs","80%","6.5","","61","INR 9.61L","No","Yes","Yes","Yes","Yes"
"University of Liverpool Management School","Liverpool","UK","Jan","Marketing BA","INR 18.80L","3 yrs","80%","6.5","","61","INR 9.61L","No","Yes","Yes","Yes","Yes"
"University of Liverpool Management School","Liverpool","UK","Jan","Accounting and Finance BA ","INR 18.80L","3 yrs","75%","6.5","","61","INR 9.61L","No","Yes","Yes","Yes","Yes"
"University of Sunderland","Cranfield","UK","Sep","BSc (Hons) Computer Science","INR 16.99L","3 yrs","60%","6","","56","INR 4.53L","No","Yes","Yes","Yes","Yes"
"University of Sunderland","Cranfield","UK","Sep","Mechanical Engineering BEng (Hons)","INR 13.27L","3 yrs","60%","6","","56","INR 4.08L","No","Yes","Yes","Yes","Yes"
"University of Sunderland","Cranfield","UK","Sep","Electronic and Electrical Engineering BEng","INR 16.90L","3 yrs","60%","6","","56","INR 4.53L","No","Yes","Yes","Yes","Yes"
"University of Sunderland","Cranfield","UK","Sep","Graphic Design BA","INR 13.27L","3 yrs","60%","6","","56","INR 4.08L","No","Yes","Yes","Yes","Yes"
"University of Sunderland","Cranfield","UK","Sep","Automotive Engineering BEng ","INR 13.27L","3 yrs","60%","6","","56","INR 4.08L","No","Yes","Yes","Yes","Yes"
"University of Sunderland","Cranfield","UK","Sep","BSc (Hons) Biopharmaceutical Science","INR 17.52L","3 yrs","60%","6","","59","INR 5.34L","No","Yes","Yes","Yes","Yes"
"University of Sunderland","Cranfield","UK","Sep","BSc (Hons) Nursing","INR 16.99L","1 yrs","60%","6","","59","INR 4.63L","No","Yes","Yes","Yes","Yes"
"Technical University of Munich","Munich"," Germany","Sep","Bachelor of Science (B.Sc.) in Aerospace","INR 5.30L","3 yrs","60%","6","88","65","INR 9.13L","Yes(Max upto 1.6L)","Yes","Yes","Yes","Yes"
"Technical University of Munich","Munich"," Germany","Sep","Bachelor of Science (B.Sc.) in Information Engineering","INR 0","3 yrs","60%","6.5","88","65","INR 9.13L","Yes(Max upto 1.6L)","Yes","Yes","Yes","Yes"
"Technical University of Munich","Munich"," Germany","Sep","Bachelor of Engineering (B.Eng.) in Chemical Engineering","INR 0","4 yrs","60%","6.5","88","65","INR 1.29L","Yes(Max upto 1.6L)","Yes","Yes","Yes","Yes"
"Technical University of Munich","Munich"," Germany","Sep","Bachelor of Science (B.Sc.) in Health Sciences ","INR 3.53L","3 yrs","60%","6.5","88","65","INR 9.13L","Yes(Max upto 1.6L)","Yes","Yes","Yes","Yes"
"Technical University of Munich","Munich"," Germany","Sep","Bachelor of Science (B.Sc.) in Food Technology","INR 3.53L","3 yrs","60%","6.5","","","INR 9.13L","Yes(Max upto 1.6L)","Yes","Yes","Yes","Yes"
"Technical University of Munich","Munich"," Germany","Sep","Bachelor of Science (B.Sc.) in Management and Technology","INR 3.53L","3 yrs","60%","6.5","88","65","INR 9.13L","Yes(Max upto 1.6L)","Yes","Yes","Yes","Yes"
"Technical University of Munich","Munich"," Germany","Sep","Bachelor of Science (B.Sc.) in Bioeconomics","INR 3.53L","3 yrs","60%","6.5","88","65","INR 9.13L","Yes(Max upto 1.6L)","Yes","Yes","Yes","Yes"
"Ludwig Maximilians University Munich","Munich"," Germany","Sep","Bachelor of Science in Psychology","INR 0","3 yrs","60%","6.5","","","INR 9.13L","No","Yes","Yes","Yes","Yes"
"Ludwig Maximilians University Munich","Munich"," Germany","Sep","Bachelor of Science in Bioinformatics","INR 0","3 yrs","60%","6.5","","","INR 9.13L","No","Yes","Yes","Yes","Yes"
"Ludwig Maximilians University Munich","Munich"," Germany","Sep","Bachelor of Science in Business Administration","INR 0","3 yrs","60%","6.5","","","INR 9.13L","No","Yes","Yes","Yes","Yes"
"Ludwig Maximilians University Munich","Munich"," Germany","Sep","Bachelor of Science in Geography","INR 0","3 yrs","60%","6.5","","","INR 9.13L","No","Yes","Yes","Yes","Yes"
